V1,VDC_Jur
1.922795728,Dhading_Darkha
1.886755104,Dhading_Dhola
2.023746127,Dhading_Dhussa
1.891011011,Dhading_Gajuri
1.947027205,Dhading_Goganpani
1.879283275,Dhading_Gumdi
1.776623238,Dhading_Jeewanpur
1.843522914,Dhading_Jharlang
1.993489865,Dhading_Jogimara
1.766969586,Dhading_Jyamrung
1.891808496,Dhading_Kalleri
1.730798704,Dhading_Katunje
1.956363872,Dhading_Kewalpur
1.854792668,Dhading_Khalte
1.878003212,Dhading_Khari
1.872040092,Dhading_Kiranchok
1.872030738,Dhading_Kumpur
1.685256858,Dhading_Lapa
1.880945799,Dhading_Mahadevsthan
1.92042406,Dhading_Maidi
1.907389239,Dhading_Marpak
1.863408758,Dhading_Mulpani
1.869996494,Dhading_Muralibhanjyang
1.895502838,Dhading_Nalang
1.784032016,Dhading_Naubise
1.869136652,Dhading_Nilkantha
1.869664613,Dhading_Phulkhark
1.906402257,Dhading_Pida
1.811670297,Dhading_ReeGaun
1.945158208,Dhading_Salang
1.875256013,Dhading_Salyankot
1.824423816,Dhading_Salyantar
1.846725324,Dhading_Sangkosh
1.948697349,Dhading_Satyadevi
1.793503445,Dhading_Semjong
1.685321641,Dhading_Sertung
1.88210669,Dhading_Sunaulabazar
1.925418212,Dhading_Tasarpu
1.885373536,Dhading_Thakre
1.727746299,Dhading_Tipling
1.829549612,Dhading_Tripureswor
1.290128512,Dhankuta_Ahale
1.3444562,Dhankuta_Ankhisalla
1.217624965,Dhankuta_ArkhauleJitpur
1.133505232,Dhankuta_Basantatar
1.338982933,Dhankuta_Belhara
1.279767794,Dhankuta_Bhirgaun
1.197596045,Dhankuta_Bodhe
1.131954606,Dhankuta_Budhabare
1.304801259,Dhankuta_BudiMorang
1.208225247,Dhankuta_Chanuwa
1.328630876,Dhankuta_Chhintang
1.287601989,Dhankuta_Chungwang
1.135220413,Dhankuta_DandaBazar
1.223098578,Dhankuta_Dandagoun
1.300244996,Dhankuta_Dhankuta
1.179129529,Dhankuta_Faksib
1.245551823,Dhankuta_Falate
1.237546491,Dhankuta_Ghorlikharka
1.324415501,Dhankuta_Hathikharka
1.302850159,Dhankuta_Khoku
1.225966682,Dhankuta_Khuwafok
1.216679554,Dhankuta_Kurule
1.179730241,Dhankuta_Leguwa
1.369079491,Dhankuta_Mahabharat
1.24505712,Dhankuta_MarekKatahare
1.158443429,Dhankuta_Mounabudhuk
1.153751019,Dhankuta_Mudebas
1.262039524,Dhankuta_Muga
1.330612116,Dhankuta_Murtidhunga
1.290762481,Dhankuta_Pakhribas
1.325541749,Dhankuta_Parewadin
1.110604398,Dhankuta_Rajarani
1.299684124,Dhankuta_Sanne
1.281708502,Dhankuta_Tankhuwa
1.249762002,Dhankuta_Telia
1.228407636,Dhankuta_Vedetar
1.780887806,Dhanusa_Andupatti
1.683141203,Dhanusa_Aurahi
1.727323999,Dhanusa_Bafai
1.81738953,Dhanusa_Bagchaura
1.616361391,Dhanusa_BahedaBala
1.642528033,Dhanusa_Bahuarba
1.764765244,Dhanusa_Balabakhar
1.723368794,Dhanusa_BalahaKathal
1.678928946,Dhanusa_BalahaSadhara
1.701161168,Dhanusa_Ballagoth
1.86755069,Dhanusa_Baniniya
1.751485497,Dhanusa_Baramajhiya
1.722183653,Dhanusa_Basahiya
1.775810164,Dhanusa_Basbitti
1.792388283,Dhanusa_Bateswor
1.760964201,Dhanusa_BegaShivapur
1.908687317,Dhanusa_Begadawar
1.868135812,Dhanusa_Bharatpur
1.78925897,Dhanusa_Bhuchakrapur
1.938095169,Dhanusa_Bhutahipaterwa
1.765240202,Dhanusa_Bindhi
1.775986844,Dhanusa_Bisarbhora
1.686778037,Dhanusa_Chakkar
1.78982296,Dhanusa_ChoraKoilpur
1.934017327,Dhanusa_D.Govindapur
1.646540399,Dhanusa_Debadiha
1.700018638,Dhanusa_DeuriParbaha
1.667867744,Dhanusa_DevpuraRupetha
1.777052813,Dhanusa_Dhabouli
1.88951131,Dhanusa_Dhalkebar
1.641505368,Dhanusa_Dhanauji
1.845897354,Dhanusa_Dhanusadham
1.874062211,Dhanusa_Digambarpur
1.746845744,Dhanusa_DubarikotHathalekha
1.684033609,Dhanusa_Duhabi
1.710395985,Dhanusa_Ekarahi
1.598783126,Dhanusa_Fulgama
1.659689196,Dhanusa_Ghodghans
1.86636347,Dhanusa_Godar
1.861674524,Dhanusa_Gopalpur
1.775986844,Dhanusa_GothKohelpur
1.809681089,Dhanusa_HansapurKathpula
1.836749838,Dhanusa_Hariharpur
1.795211697,Dhanusa_Harine
1.739653139,Dhanusa_Hathipurharbara
1.714508123,Dhanusa_Inarwa
1.634940151,Dhanusa_Itaharwa
1.732795534,Dhanusa_Janakpur
1.848208743,Dhanusa_Jhatiyahi
1.640930639,Dhanusa_JhojhiKataiya
1.786020877,Dhanusa_Kachurithera
1.900645263,Dhanusa_KajaraRamaul
1.705942265,Dhanusa_Kanakpatti
1.723584274,Dhanusa_KhajuriChanha
1.780307534,Dhanusa_Khariyani
1.814546369,Dhanusa_Kurtha
1.763424902,Dhanusa_Labatoli
1.591657036,Dhanusa_Lagmagadhaguthi
1.622732608,Dhanusa_Lakhouri
1.672087276,Dhanusa_Lakkad
1.801178975,Dhanusa_Laxminiwas
1.817439763,Dhanusa_Laxmipurbagewa
1.685726272,Dhanusa_Lohana
1.758319892,Dhanusa_Mahuwa
1.81028284,Dhanusa_Makhanaha
1.710573011,Dhanusa_Manshingpatti
1.730336911,Dhanusa_Marchaijhitakaiya
1.888607125,Dhanusa_Mithileswormauwahi
1.879662618,Dhanusa_Mithileswornikas
1.565521227,Dhanusa_Mukhiyapattimusharg
1.580704613,Dhanusa_Nagaraeen
1.90608354,Dhanusa_Nakatajhijh
1.725892892,Dhanusa_Nanupatti
1.796710012,Dhanusa_NauwakhorPrashahi
1.725892892,Dhanusa_Pachaharwa
1.716049396,Dhanusa_Patanuka
1.753979109,Dhanusa_Paterwa
1.710445524,Dhanusa_Paudeswor
1.893821954,Dhanusa_Puspalpur
1.742935921,Dhanusa_Raghunathpur
1.873133082,Dhanusa_RamaidaiyaBhawadi
1.796601926,Dhanusa_Sabela
1.874724587,Dhanusa_SakhuwaMahendranaga
1.823096984,Dhanusa_Sapahi
1.762319094,Dhanusa_Satosar
1.809384891,Dhanusa_Shantipur
1.731267772,Dhanusa_Siddha
1.778035638,Dhanusa_SingyahiMaidan
1.818976878,Dhanusa_Sinurjoda
1.721712506,Dhanusa_Sonigama
1.704573515,Dhanusa_SugaMadhukarahi
1.817223936,Dhanusa_Suganikash
1.859750791,Dhanusa_TarapattiSirsiya
1.71640622,Dhanusa_ThadiJhijha
1.7636435,Dhanusa_ThillaYaduwa
1.878784068,Dhanusa_TulsiChauda
1.616116118,Dhanusa_TulsiyahiNikas
1.613796068,Dhanusa_TulsiyaniJabdi
1.883664937,Dhanusa_Umaprempur
1.768334179,Dhanusa_Yadukush
1.888237483,Dhanusa_Yagyabhumi
1.413298316,Dolakha_Alampu
1.433712121,Dolakha_Babare
1.526523812,Dolakha_Bhedapu
1.529127936,Dolakha_Bhimeswor
1.590678368,Dolakha_Bhirkot
1.527300511,Dolakha_Bhusaphedi
1.465077656,Dolakha_Bigu
1.576856109,Dolakha_Bocha
1.516994876,Dolakha_Bulung
1.530435713,Dolakha_Chankhu
1.464844854,Dolakha_Chhetrapa
1.502634956,Dolakha_Chilankha
1.619818428,Dolakha_Chyama
1.498359995,Dolakha_Dandakharka
1.537488013,Dolakha_Dudhpokhari
1.499741216,Dolakha_Fasku
1.613822744,Dolakha_Gairimudi
1.512207889,Dolakha_GauriSankar
1.532776549,Dolakha_GhangSukathokar
1.671669133,Dolakha_Hawa
1.618357875,Dolakha_Japhe
1.63362198,Dolakha_Jhule
1.488384855,Dolakha_Jhyaku
1.568487371,Dolakha_Jiri
1.516070944,Dolakha_Jugu
1.580542137,Dolakha_Kabhre
1.532883943,Dolakha_Kalingchok
1.46393859,Dolakha_Katakuti
1.578363778,Dolakha_Khare
1.501356278,Dolakha_Khopachagu
1.519621171,Dolakha_Laduk
1.581130031,Dolakha_LakuriDada
1.486019422,Dolakha_Lamabagar
1.530770712,Dolakha_Lamidada
1.548569308,Dolakha_Lapilang
1.525499415,Dolakha_Magapauwa
1.586270031,Dolakha_Mali
1.602208637,Dolakha_Malu
1.535087938,Dolakha_Marbu
1.569238087,Dolakha_Melung
1.600782727,Dolakha_Mirge
1.578632262,Dolakha_Namdu
1.55202496,Dolakha_Orang
1.537163061,Dolakha_Pawati
1.55624657,Dolakha_Sahare
1.521004817,Dolakha_Sailungeswor
1.527859997,Dolakha_Sundrawati
1.521778744,Dolakha_Sunkhani
1.50024562,Dolakha_Suri
1.50606601,Dolakha_SusmaChhemawati
1.592012474,Dolakha_Syama
1.643843779,Dolakha_Thulopatal
0.704652155,Dolpa_Bhijer
0.949438366,Dolpa_Chharka
0.78349678,Dolpa_Dho
0.70595439,Dolpa_Dunai
0.877772142,Dolpa_Jufal
0.702486267,Dolpa_Kaigaun
1.071028097,Dolpa_Kalika
1.050672492,Dolpa_Lahai
0.784602934,Dolpa_Lawan
0.939250517,Dolpa_Likhu
0.752371668,Dolpa_Majhfal
0.966613039,Dolpa_Mukot
0.987698574,Dolpa_Narku
0.72103558,Dolpa_Pahada
0.781480204,Dolpa_Phoksundo
0.794755794,Dolpa_Raha
0.672342942,Dolpa_Rimi
0.898357085,Dolpa_Sahartara
0.707183875,Dolpa_Saldang
0.770423505,Dolpa_Sarmi
0.974105653,Dolpa_Suhun
0.785601349,Dolpa_Tinje
0.781265416,Dolpa_Tripurakot
0.69390967,Doti_BanjaKakani
0.669739511,Doti_Banlek
0.877609666,Doti_Barchhen
0.842780512,Doti_Basudevi
0.782177223,Doti_Bhumirajmadau
1.00422265,Doti_ChawaraChautara
0.786714779,Doti_Chhapali
0.828460086,Doti_Chhatiwan
0.740203272,Doti_Dahakalikasthan
0.759402143,Doti_Daud
0.961852035,Doti_Dhanglagau
0.815780011,Doti_Dhirkamandau
0.718610908,Doti_DipayalSilgadhi
0.822616138,Doti_Durgamadau
0.765797263,Doti_Gadasera
0.97407101,Doti_Gaguda
0.838637888,Doti_Gaihragau
0.934279922,Doti_Ganjari
0.771224108,Doti_Ghanteswor
0.794887784,Doti_Girichauka
0.718482382,Doti_Jijodamandau
0.852961086,Doti_Kadamadaun
0.711376039,Doti_Kalena
0.67491554,Doti_Kalikasthan
1.071604905,Doti_Kanachaur
0.762660328,Doti_Kapalleki
1.017937515,Doti_KedarAkhada
0.850996475,Doti_KhaptadNationalPar
0.707168285,Doti_Khatiwada
0.769473244,Doti_Khirsain
0.843782738,Doti_Ladagada
0.774878264,Doti_Lamikhal
0.849697704,Doti_LanaKedareswor
0.73506639,Doti_Latamandau
0.831589052,Doti_LaxmiNagar
0.720727603,Doti_Mahadevsthan
0.8068407,Doti_Mannakapadi
0.750331188,Doti_Mudabhara
0.765948653,Doti_Mudhegau
0.835159719,Doti_Nirauli
0.687360735,Doti_Pachanali
0.927266076,Doti_Pokhari
0.753639606,Doti_Ranagau
0.852605994,Doti_Sanagau
0.777974666,Doti_Saraswotinagar
0.909835043,Doti_Satphari
0.992953243,Doti_Simchaur
0.744058358,Doti_Tijali
0.894421626,Doti_Tikhatar
0.784088484,Doti_Toleni
0.778150307,Doti_Wagalek
0.746498966,Doti_Warpata
1.829462657,Gorkha_Aanppipal
1.873815552,Gorkha_AaruArbang
1.826824584,Gorkha_AaruChanuate
1.847721314,Gorkha_Aarupokhari
1.828546001,Gorkha_Asrang
1.806896822,Gorkha_Baguwa
1.780526478,Gorkha_Bakrang
1.7114526,Gorkha_Bhirkot
1.85967908,Gorkha_Bhumlichok
1.23129514,Gorkha_Bihi
1.789083676,Gorkha_Borlang
1.759934261,Gorkha_Bunkot
1.044247579,Gorkha_Chhaikampar
1.785533102,Gorkha_Chhoprak
1.242146405,Gorkha_Chumchet
1.73295697,Gorkha_Chyngli
1.836338278,Gorkha_Darbhung
1.833484724,Gorkha_Deurali
1.867382324,Gorkha_Dhawa
1.707685507,Gorkha_Dhuwakot
1.788600751,Gorkha_Finam
1.79895939,Gorkha_Fujel
1.78566336,Gorkha_Gaikhur
1.852702995,Gorkha_Gakhu
1.784055227,Gorkha_Ghairung
1.701772619,Gorkha_Ghyachok
1.926071581,Gorkha_Ghyalchok
1.764592722,Gorkha_Gumda
1.849560864,Gorkha_Hansapur
1.839888158,Gorkha_Harmhi
1.87163061,Gorkha_Jaubari
1.796685069,Gorkha_Kashigaun
1.864926127,Gorkha_Kerabari
1.483731244,Gorkha_Kerauja
1.828673141,Gorkha_Kharibot
1.737211492,Gorkha_Khoplang
1.625419875,Gorkha_Laprak
1.777443587,Gorkha_Lapu
1.369854457,Gorkha_Lho
1.837051233,Gorkha_Makaising
1.896268451,Gorkha_Manakamana
1.76773901,Gorkha_Manbu
1.823360272,Gorkha_Masel
1.871780961,Gorkha_Muchhok
1.783932936,Gorkha_Namjung
1.778600321,Gorkha_Nareshwor
1.798151859,Gorkha_Palumtar
1.741391185,Gorkha_Panchkhuwadeurali
1.78406943,Gorkha_Pandrung
1.719428486,Gorkha_Prithbinarayan
1.235352889,Gorkha_Prok
1.361443801,Gorkha_Samagaun
1.812880728,Gorkha_Saurpani
1.885204824,Gorkha_Shreenathkot
1.853087187,Gorkha_Simjung
1.315695135,Gorkha_Sirdibas
1.926018577,Gorkha_Swara
1.854057541,Gorkha_Taklung
1.768757864,Gorkha_Takukot
1.858974785,Gorkha_Takumajhalakuribot
1.86661394,Gorkha_Tandrang
1.798286274,Gorkha_Tanglichok
1.782197663,Gorkha_Taple
1.885117177,Gorkha_Thalajung
1.937364545,Gorkha_Thumi
1.494636899,Gorkha_Uhya
1.83478973,Gorkha_Warpak
1.472264025,Gulmi_Aaglung
1.573301379,Gulmi_AmarArbathok
1.599610403,Gulmi_Amarpur
1.605638306,Gulmi_Apchaur
1.736022887,Gulmi_Arbani
1.578239755,Gulmi_Arje
1.712991101,Gulmi_Arkhale
1.516393125,Gulmi_Arkhawang
1.534817029,Gulmi_Arlangkot
1.62156167,Gulmi_Aslewa
1.630106396,Gulmi_Badagaun
1.504389976,Gulmi_Bajhketeria
1.633339985,Gulmi_Baletaksar
1.690536123,Gulmi_Balithum
1.733984485,Gulmi_Bamgha
1.795244262,Gulmi_Bharse
1.758627176,Gulmi_Bhurtung
1.702095839,Gulmi_Birbas
1.554615226,Gulmi_Bisukharka
1.499141197,Gulmi_Chhapahile
1.599661329,Gulmi_Dalamchaur
1.687881074,Gulmi_Darbardevisthan
1.544890555,Gulmi_Darling
1.513636918,Gulmi_Daungha
1.561291994,Gulmi_Dhamir
1.600637918,Gulmi_DhurkotBastu
1.691904526,Gulmi_DhurkotBhanbhane
1.714226475,Gulmi_DhurkotNayagaun
1.65632916,Gulmi_DhurkotRajasthal
1.526601413,Gulmi_Digam
1.55484006,Gulmi_Dirbung
1.556885389,Gulmi_Dohali
1.729119898,Gulmi_Dubichaur
1.749477582,Gulmi_Foksing
1.717673119,Gulmi_Gaidakot
1.811165547,Gulmi_Gwadha
1.593208701,Gulmi_Gwadi
1.686604822,Gulmi_Hadahade
1.747527174,Gulmi_Hansara
1.594872957,Gulmi_Hardineta
1.779878999,Gulmi_Harewa
1.688029,Gulmi_Harmichaur
1.644984577,Gulmi_Harrachaur
1.619221528,Gulmi_Hastichaur
1.527343815,Gulmi_Hawangdi
1.705823439,Gulmi_Hunga
1.591977485,Gulmi_IsmaRajasthal
1.652095424,Gulmi_JaisithokMandan
1.721188702,Gulmi_Jayakhani
1.749491093,Gulmi_Johang
1.779362816,Gulmi_Juniya
1.717910078,Gulmi_Juvung
1.749170297,Gulmi_Khadgakot
1.544197693,Gulmi_Kharjyang
1.588272057,Gulmi_Kurgha
1.739241579,Gulmi_Limgha
1.42051725,Gulmi_Malagiri
1.54836041,Gulmi_Marbhung
1.587849064,Gulmi_MusikotKhalanga
1.500736166,Gulmi_MyalPokhari
1.560791055,Gulmi_Neta
1.701751833,Gulmi_Pallikot
1.670561593,Gulmi_Paralmi
1.560599132,Gulmi_PauchhiAmarayee
1.67271882,Gulmi_Pipaldhara
1.64421446,Gulmi_PurkotDaha
1.72946529,Gulmi_Purtighat
1.668022945,Gulmi_Reemuwa
1.742974029,Gulmi_Rupakot
1.55231804,Gulmi_Ruru
1.745956455,Gulmi_Shantipur
1.737208028,Gulmi_Simichaur
1.53500722,Gulmi_Sirseni
1.733700412,Gulmi_Tamghas
1.579479633,Gulmi_Thanpati
1.718021282,Gulmi_Thulolumpek
1.696206855,Gulmi_Turang
1.583350308,Gulmi_Wagla
1.535501923,Gulmi_Wamitaksar
0.79844494,Humla_Baraigaun
0.70898116,Humla_Bargaun
0.729759064,Humla_Chhipra
0.725139057,Humla_Dandafaya
0.806120816,Humla_Darma
0.791374972,Humla_Gothi
0.643910987,Humla_Hepka
0.824971177,Humla_Jair
0.803959085,Humla_Kalika
0.611438951,Humla_Khagalgaun
0.718358013,Humla_Kharpunath
0.730467862,Humla_Lali
0.537173108,Humla_Limi
0.817875573,Humla_Madana
0.827474835,Humla_Maila
0.761333843,Humla_Melchham
0.655474167,Humla_Mimi
0.558757157,Humla_Muchu
0.703388028,Humla_Raya
0.739351051,Humla_Rodikot
0.774539454,Humla_Sarkeedeu
0.80789489,Humla_Saya
0.776516191,Humla_ShreeNagar
0.674718767,Humla_Shreemastha
0.731786033,Humla_Simikot
0.697181713,Humla_Syada
0.685689204,Humla_Thehe
1.120996641,Ilam_Amchok
1.19316415,Ilam_Bajho
1.07930226,Ilam_Barbote
1.095821139,Ilam_Chameta
1.085269191,Ilam_Chisapani
1.190745714,Ilam_Chulachuli
1.135622274,Ilam_Danabari
1.102652416,Ilam_Dhuseni
1.145089546,Ilam_Ebhang
1.114671154,Ilam_Ektappa
1.11714883,Ilam_Erautar
1.128179892,Ilam_Gajurmukhi
1.082228218,Ilam_Goduk
1.023904792,Ilam_Gorkhe
1.099608671,Ilam_Ilam
1.102640984,Ilam_Jamuna
1.130513106,Ilam_Jirmale
1.190383347,Ilam_Jitpur
1.060233647,Ilam_Jogmai
1.082278104,Ilam_Kanyam
1.116549504,Ilam_Kolbung
1.103774853,Ilam_Laxmipur
1.112465426,Ilam_Lumde
1.079163341,Ilam_Mabu
1.148517136,Ilam_Mahamai
1.076258169,Ilam_Maimajhuwa
1.101558733,Ilam_Maipokhari
1.081345858,Ilam_Mangalbare
1.077254851,Ilam_Namsaling
1.038733087,Ilam_NayaBazar
1.041840229,Ilam_Panchkanya
1.053978832,Ilam_PasupatiNagar
1.119824318,Ilam_Phakphok
1.031370038,Ilam_PhikalBazar
1.122497381,Ilam_Phuyatappa
1.107840916,Ilam_Puwamajhuwa
1.059038806,Ilam_Pyang
1.16449385,Ilam_Sakfara
1.058091316,Ilam_Sakhejung
1.115514714,Ilam_Samalbung
1.117753006,Ilam_Sangrumba
1.060846484,Ilam_Shantidanda
1.099720915,Ilam_Shantipur
1.087588548,Ilam_ShreeAntu
1.1696387,Ilam_Siddhithumka
1.113004473,Ilam_Sopak
1.085866785,Ilam_Soyang
1.107833987,Ilam_Sulubung
1.046914753,Ilam_Sumbek
0.993468386,Jajarkot_Archhani
1.080487747,Jajarkot_Bhagawatitol
1.392872039,Jajarkot_Bhoor
0.732506956,Jajarkot_Daha
1.124304713,Jajarkot_Dandagaun
1.23679716,Jajarkot_Dasera
1.040217199,Jajarkot_Dhime
0.831644828,Jajarkot_Garkhakot
1.388323051,Jajarkot_Jagatipur
1.237056291,Jajarkot_Jhapra
1.333341648,Jajarkot_JungaThapachaur
1.320843796,Jajarkot_Karkigaun
1.228100005,Jajarkot_Khagenkot
1.195391356,Jajarkot_Khalanga
1.025474472,Jajarkot_Kortrang
1.04578123,Jajarkot_Lahai
1.24917584,Jajarkot_Majhakot
0.725037207,Jajarkot_Nayakwada
0.672473893,Jajarkot_Paink
1.201366255,Jajarkot_Pajaru
1.331022291,Jajarkot_Punama
0.947978851,Jajarkot_Ragda
0.71341929,Jajarkot_Ramidanda
0.570191119,Jajarkot_Rokayagaun
0.953286177,Jajarkot_Sakala
1.294261783,Jajarkot_Salma
1.345860979,Jajarkot_Sima
1.184765965,Jajarkot_Suwanauli
1.093499703,Jajarkot_Talegaun
1.331838136,Jajarkot_ThalaRaikar
1.09232842,Jhapa_Anarmani
1.111945779,Jhapa_Arjundhara
1.114028524,Jhapa_Bahundangi
1.104503744,Jhapa_Baigundhura
1.079502497,Jhapa_Balubari
1.067936545,Jhapa_Baniyani
1.069802077,Jhapa_Bhadrapur
1.103561105,Jhapa_Budhabare
1.075002009,Jhapa_Chakchaki
1.068320737,Jhapa_Chandragadhi
1.094405621,Jhapa_Charpane
1.129475198,Jhapa_Damak
1.058271807,Jhapa_Dangibari
1.082833087,Jhapa_Dhaijan
1.11151378,Jhapa_Dharampur
1.071633312,Jhapa_Duwagadhi
1.111182245,Jhapa_Garamani
1.124439821,Jhapa_Gauradaha
1.127510241,Jhapa_Gauriganj
1.047645376,Jhapa_Ghailadubba
1.095809014,Jhapa_Gherabari
1.120146499,Jhapa_Goldhap
1.112409651,Jhapa_Haldibari
1.117626558,Jhapa_Jalthal
1.134815782,Jhapa_Juropani
1.060933785,Jhapa_Jyamirgadhi
1.091903002,Jhapa_Kechana
1.127889583,Jhapa_Khajurgachhi
1.119318182,Jhapa_Khudunabari
1.107980181,Jhapa_Kohabara
1.083662789,Jhapa_Korobari
1.071020475,Jhapa_Kumarkhod
1.106722983,Jhapa_Lakhanpur
1.085273002,Jhapa_Mahabhara
1.11013048,Jhapa_Maharanijhoda
1.080179077,Jhapa_Maheshpur
1.084307151,Jhapa_Mechinagar
1.116473982,Jhapa_Panchgachhi
1.068323162,Jhapa_Pathamari
1.079305031,Jhapa_Pathariya
1.051037284,Jhapa_Prithivinagar
1.081048966,Jhapa_Rajgadh
1.106771136,Jhapa_Sanischare
1.087913847,Jhapa_Satasidham
1.114002195,Jhapa_Shantinagar
1.073320779,Jhapa_Sharanamati
1.054321452,Jhapa_Shivaganj
1.054518225,Jhapa_Surunga
1.078772567,Jhapa_Tagandubba
1.126440115,Jhapa_Topgachchi
0.688074383,Jumla_Badki
0.755228686,Jumla_Birat
0.814275806,Jumla_Buvramadichaur
0.789829888,Jumla_Chandannath
0.774079047,Jumla_Chhumchaur
0.631008503,Jumla_Depalgaun
0.677640221,Jumla_Dhapa
0.716259333,Jumla_Dillichaur
0.775352875,Jumla_Garjyangkot
0.664799749,Jumla_GhodeMahadev
0.660487027,Jumla_Guthichaur
0.520107214,Jumla_Haku
0.714379597,Jumla_Kalika
0.718670494,Jumla_Kanakasundari
0.691689739,Jumla_Kartikswami
0.622355344,Jumla_Kudari
0.589691039,Jumla_Labhra
0.708678032,Jumla_Lihi
0.695472421,Jumla_MahabePattharkhola
0.736120234,Jumla_Mahatgaun
0.836445325,Jumla_Malikabota
0.623956896,Jumla_Malikathota
0.64157604,Jumla_Narakot
0.708675954,Jumla_Pandawagufa
0.719380332,Jumla_Patarasi
0.832304779,Jumla_Patmara
0.648924539,Jumla_Shanigaun
0.605513245,Jumla_Talium
0.608337006,Jumla_Tamti
0.585372774,Jumla_Tatopani
1.43943759,Kailali_Baliya
1.177319426,Kailali_Basauti
1.288019785,Kailali_Beladevipur
1.366144526,Kailali_Bhajani
1.424174524,Kailali_Boniya
1.418965584,Kailali_Chauha
1.181064694,Kailali_Chaumala
1.451149043,Kailali_Dansinhapur
1.241449731,Kailali_Darakh
1.298055205,Kailali_Dhangadhi
1.371023663,Kailali_Dododhara
1.488863969,Kailali_Durgauli
1.211003625,Kailali_Gadariya
1.288079025,Kailali_Geta
1.110662598,Kailali_Godawari
1.202149883,Kailali_Hasuliya
1.46256603,Kailali_Janakinagar
1.42488159,Kailali_Joshipur
1.289874924,Kailali_Khailad
1.052535599,Kailali_Khairala
1.371344804,Kailali_KotaTulsipur
1.335182237,Kailali_Lalbojhi
1.217395974,Kailali_Malakheti
1.150710045,Kailali_Masuriya
1.089049448,Kailali_Mohanyal
1.490822691,Kailali_Munuwa
1.463514558,Kailali_Narayanpur
0.954350067,Kailali_Nigali
1.175109195,Kailali_Pahalmanpur
1.18929486,Kailali_Pandaun
1.503913633,Kailali_Pathariya
1.223967427,Kailali_Pawera
1.209904052,Kailali_Phulbari
1.452639736,Kailali_Pratapapur
1.21747981,Kailali_RamsikharJhala
1.237147749,Kailali_Ratnapur
1.286670089,Kailali_Sadepani
0.98061856,Kailali_Sahajpur
1.24988256,Kailali_Sreepur
1.274214155,Kailali_Sugarkhal
1.447129748,Kailali_Thapapur
1.471805004,Kailali_Tikapur
1.136778315,Kailali_Udasipur
1.205966515,Kailali_Urma
0.815788325,Kalikot_Badalkot
0.744398554,Kalikot_Chapre
0.765454642,Kalikot_Chilkhaya
0.842080028,Kalikot_Dah
0.705123648,Kalikot_Dholagoh
0.960486057,Kalikot_Gela
0.66630811,Kalikot_Jubika
0.708218318,Kalikot_Khin
0.872103142,Kalikot_Kotbada
0.83450046,Kalikot_Kumalgaun
0.955783253,Kalikot_Lalu
0.934503024,Kalikot_Malkot
0.905732259,Kalikot_Manma
1.031005939,Kalikot_Marta
0.706500366,Kalikot_Mehalmudi
1.020929641,Kalikot_Mugraha
0.674564259,Kalikot_Mumra
0.619818082,Kalikot_Nanikot
0.833447656,Kalikot_Odanku
0.778823423,Kalikot_Pakha
0.652869351,Kalikot_PhoiMahadev
0.682669017,Kalikot_Phukot
0.67284596,Kalikot_Ramnakot
0.663169444,Kalikot_Ranchuli
0.833591771,Kalikot_Ranku
0.704328935,Kalikot_Rupsha
0.678025453,Kalikot_Sipkhana
1.026545291,Kalikot_Sukatiya
0.715955166,Kalikot_Syuna
0.67797626,Kalikot_Thirpu
1.272602904,Kanchanpur_BaisiBichawa
1.196391503,Kanchanpur_Beldandi
1.085252562,Kanchanpur_Chandani
1.074074959,Kanchanpur_Daijee
1.20795988,Kanchanpur_Dekhatbhuli
1.131107929,Kanchanpur_Dodhara
1.108959542,Kanchanpur_Jhalari
1.243071376,Kanchanpur_Kalika
1.141667498,Kanchanpur_Krishnapur
1.183652881,Kanchanpur_Laxmipur
1.038165979,Kanchanpur_Mahendranagar
1.262385262,Kanchanpur_Parasan
1.194366613,Kanchanpur_Pipaladi
1.281795109,Kanchanpur_RaikawarBichawa
1.130021174,Kanchanpur_RampurBilaspur
1.173021601,Kanchanpur_RauteliBichawa
1.160187017,Kanchanpur_RoyalShuklaphanta
1.194980835,Kanchanpur_Shankarpur
1.160119117,Kanchanpur_Sreepur
1.074230161,Kanchanpur_Suda
1.238001702,Kanchanpur_Tribhuwanbast
1.783102541,Kapilbastu_Abhirawa
1.718817727,Kapilbastu_Ajigara
1.696356167,Kapilbastu_Bahadurganj
1.808373311,Kapilbastu_Balaramwapur
1.733568422,Kapilbastu_Baluhawa
1.753646881,Kapilbastu_Banganga
1.739082913,Kapilbastu_Baraipur
1.684798876,Kapilbastu_Barakulpur
1.640135579,Kapilbastu_Basantapur
1.788714726,Kapilbastu_Baskhaur
1.632277134,Kapilbastu_Bedauli
1.668306672,Kapilbastu_Bhagwanpur
1.733685515,Kapilbastu_Bhalubari
1.750999108,Kapilbastu_Bijuwa
1.699987113,Kapilbastu_Birpur
1.677271619,Kapilbastu_Bishunpur
1.809494016,Kapilbastu_Bithuwa
1.741409545,Kapilbastu_Budhi
1.719470404,Kapilbastu_Chanai
1.786474009,Kapilbastu_Dhankauli
1.803491403,Kapilbastu_Dharmpaniya
1.692915413,Kapilbastu_Dohani
1.743938147,Kapilbastu_Dubiya
1.787905463,Kapilbastu_Dumara
1.801489723,Kapilbastu_Fulika
1.731578174,Kapilbastu_Gajehada
